doctor_name,gender,specialty,experience,availability,hospital,city,latitude,longitude,emergency_available
Dr. Sara Ahmed,Male,Orthopedic Surgeon,17 years,Tue-Thu,Ankumbura Divitional Hospital,Ankumbura,7.44043661972734,80.5701697300414,
Dr. Sara Sheikh,Female,Orthopedic Surgeon,16 years,Tue-Thu,Karawanella Base Hospital,Karawanella SGP,7.02451778325923,80.2614319658337,
Dr. Sara Sheikh,Female,Neurologist,14 years,Weekends,ht,,6.09523755226479,80.4695936813008,
Dr. Amna Malik,Male,Orthopedic Surgeon,20 years,Weekends,ht,,6.09523755226479,80.4695936813008,
Dr. Zain Malik,Female,Neurologist,13 years,Weekends,ht,,6.09523755226479,80.4695936813008,
Dr. Ayesha Raza,Female,Orthopedic Surgeon,16 years,Everyday,Eravur Base Hospital,,,,
Dr. Zain Hussain,Female,Neurologist,7 years,Everyday,Primary Medical Care Unit (PMCU) Tholpuram,,9.75713212788901,79.9385406875652,
Dr. Omar Hussain,Female,Cardiologist,8 years,Mon-Fri,Primary Medical Care Unit (PMCU) Tholpuram,,9.75713212788901,79.9385406875652,
Dr. Bilal Raza,Female,Orthopedic Surgeon,19 years,Everyday,Primary Medical Care Unit (PMCU) Tholpuram,,9.75713212788901,79.9385406875652,
Dr. Zain Sheikh,Male,Orthopedic Surgeon,11 years,Tue-Thu,Hospital,,6.0367351370559,80.2164941521685,
Dr. Ali Chaudhry,Male,Neurologist,14 years,Mon-Fri,Hospital,,6.0367351370559,80.2164941521685,
Dr. Zain Khan,Female,Orthopedic Surgeon,10 years,Tue-Thu,Thalathuoya Hospital,,7.25118254998191,80.6893613989972,
Dr. Sara Malik,Male,Pediatrician,12 years,Tue-Thu,Thalathuoya Hospital,,7.25118254998191,80.6893613989972,
Dr. Fatima Khan,Female,Neurologist,15 years,Weekends,Divisional Hospital - Nedunkerny,Vavuniya,9.05370118825752,80.6528728790071,yes
Dr. Bilal Ahmed,Male,Orthopedic Surgeon,13 years,Mon-Fri,Divisional Hospital - Nedunkerny,Vavuniya,9.05370118825752,80.6528728790071,yes
Dr. Ayesha Hussain,Female,Orthopedic Surgeon,7 years,Weekends,RAZAVI Medical Complex,Maharagama,,,
Dr. Ayesha Chaudhry,Male,Pediatrician,18 years,Weekends,RAZAVI Medical Complex,Maharagama,,,
Dr. Amna Malik,Female,Pediatrician,7 years,Everyday,RAZAVI Medical Complex,Maharagama,,,
Dr. Ayesha Raza,Male,Cardiologist,6 years,Tue-Thu,Natural Back Health Service,Malabe,,,
Dr. Ayesha Ahmed,Male,Neurologist,18 years,Everyday,Natural Back Health Service,Malabe,,,
Dr. Bilal Khan,Female,Dermatologist,13 years,Tue-Thu,Natural Back Health Service,Malabe,,,
Dr. Amna Khan,Female,Dermatologist,10 years,Mon-Fri,Divisional Hospital Kodikamam,,,,
Dr. Sara Malik,Male,Orthopedic Surgeon,8 years,Weekends,Manampitiya Hospital,,7.90462784240009,81.113416967971,
Dr. Sara Sheikh,Female,Cardiologist,13 years,Mon-Fri,Gonaduwa General Hospital,Maha Gonaduwa,,,no
Dr. Ayesha Chaudhry,Female,Orthopedic Surgeon,8 years,Mon-Fri,Gonaduwa General Hospital,Maha Gonaduwa,,,no
Dr. Sara Ahmed,Male,Cardiologist,9 years,Mon-Fri,Gonaduwa General Hospital,Maha Gonaduwa,,,no
Dr. Ali Khan,Female,Orthopedic Surgeon,12 years,Weekends,Divisional Hospital Tharmapuram,,9.41019124157799,80.517450241289,
Dr. Bilal Khan,Male,Pediatrician,7 years,Tue-Thu,Divisional Hospital Tharmapuram,,9.41019124157799,80.517450241289,
Dr. Sara Malik,Male,Orthopedic Surgeon,12 years,Everyday,Divisional Hospital Tharmapuram,,9.41019124157799,80.517450241289,
Dr. Zain Sheikh,Female,Neurologist,5 years,Mon-Fri,Sooriya Medical Center,,7.90623297685784,79.8228173663236,
Dr. Fatima Ahmed,Female,Orthopedic Surgeon,9 years,Mon-Fri,Sooriya Medical Center,,7.90623297685784,79.8228173663236,
Dr. Zain Khan,Male,Dermatologist,20 years,Everyday,Tellipalai Base Hospital,,,,
Dr. Ayesha Sheikh,Male,Cardiologist,7 years,Weekends,Tellipalai Base Hospital,,,,
Dr. Amna Hussain,Male,Orthopedic Surgeon,17 years,Tue-Thu,Weligama District Hospital,,5.97490803995322,80.418912168486,yes
Dr. Amna Ahmed,Male,Dermatologist,7 years,Mon-Fri,Rural Hospitel Mahilavadduwan,,,,
Dr. Sara Ahmed,Female,Cardiologist,15 years,Mon-Fri,Rural Hospitel Mahilavadduwan,,,,
Dr. Zain Ahmed,Female,Orthopedic Surgeon,17 years,Weekends,Rural Hospitel Mahilavadduwan,,,,
Dr. Ali Ahmed,Female,Pediatrician,19 years,Everyday,Gomez PVT Hospital,,6.95411876523809,80.2090968711608,
Dr. Sara Chaudhry,Female,Dermatologist,10 years,Weekends,Gomez PVT Hospital,,6.95411876523809,80.2090968711608,
Dr. Ali Malik,Male,Orthopedic Surgeon,18 years,Mon-Fri,Gomez PVT Hospital,,6.95411876523809,80.2090968711608,
Dr. Fatima Raza,Female,Pediatrician,7 years,Tue-Thu,Ruhunu Hospital,,,,yes
Dr. Zain Hussain,Female,Pediatrician,8 years,Mon-Fri,Ruhunu Hospital,,,,yes
Dr. Omar Malik,Male,Cardiologist,14 years,Mon-Fri,Ruhunu Hospital,,,,yes
Dr. Bilal Raza,Female,Orthopedic Surgeon,16 years,Mon-Fri,Divisional Hospital Kopay,,,,
Dr. Fatima Malik,Male,Pediatrician,10 years,Tue-Thu,Sammanthurai Base Hospital- OPT unit,Sammanthurai,,,yes
Dr. Amna Malik,Male,Orthopedic Surgeon,14 years,Mon-Fri,Hingurakgoda Hospital,,,,
Dr. Ali Sheikh,Female,Pediatrician,9 years,Everyday,Hingurakgoda Hospital,,,,
Dr. Bilal Sheikh,Female,Neurologist,12 years,Everyday,Hingurakgoda Hospital,,,,
Dr. Zain Sheikh,Female,Neurologist,7 years,Mon-Fri,Thalangama Hospital,,6.90623303622684,79.9285197870451,yes
Dr. Omar Sheikh,Male,Pediatrician,7 years,Tue-Thu,Thalangama Hospital,,6.90623303622684,79.9285197870451,yes
Dr. Ayesha Hussain,Male,Neurologist,9 years,Tue-Thu,Thalangama Hospital,,6.90623303622684,79.9285197870451,yes
Dr. Ayesha Ahmed,Female,Dermatologist,13 years,Everyday,Medical Center,,,,
Dr. Omar Malik,Female,Orthopedic Surgeon,20 years,Tue-Thu,Medical Center,,,,
Dr. Sara Hussain,Female,Cardiologist,14 years,Weekends,Medical Center,,,,
Dr. Ayesha Khan,Male,Pediatrician,11 years,Everyday,Vavunathivu MOH,,,,
Dr. Fatima Ahmed,Female,Neurologist,15 years,Tue-Thu,Vavunathivu MOH,,,,
Dr. Ayesha Chaudhry,Male,Orthopedic Surgeon,17 years,Weekends,Vavunathivu MOH,,,,
Dr. Amna Hussain,Male,Pediatrician,19 years,Everyday,Medagoda,,5.95098776467665,80.4959267712249,
Dr. Sara Malik,Male,Orthopedic Surgeon,6 years,Weekends,Alawwa District Hospital,,7.29811936373488,80.2301665449871,
Dr. Omar Chaudhry,Male,Neurologist,13 years,Mon-Fri,Alawwa District Hospital,,7.29811936373488,80.2301665449871,
Dr. Fatima Sheikh,Female,Pediatrician,15 years,Everyday,Yarl Hospital,,9.68170589580151,80.0243358367925,no
Dr. Ayesha Raza,Female,Cardiologist,6 years,Mon-Fri,Mihintale district Hospital,,8.35474777748226,80.5098111423748,
Dr. Sara Raza,Male,Pediatrician,16 years,Everyday,Mihintale district Hospital,,8.35474777748226,80.5098111423748,
Dr. Ali Ahmed,Female,Orthopedic Surgeon,10 years,Tue-Thu,hhhh,,,,
Dr. Ali Sheikh,Female,Pediatrician,6 years,Weekends,Nursing Home,Wattegedara Junction,6.85079873285559,79.9215161202104,
Dr. Ali Raza,Female,Dermatologist,5 years,Tue-Thu,Aralaganwila Hospital,,7.78789617820675,81.1881512739515,
Dr. Fatima Raza,Female,Orthopedic Surgeon,15 years,Tue-Thu,Nugegoda Nursing Home,Nugegoda,6.86854858629195,79.8913230800559,
Dr. Fatima Ahmed,Male,Orthopedic Surgeon,13 years,Tue-Thu,Nugegoda Nursing Home,Nugegoda,6.86854858629195,79.8913230800559,
Dr. Fatima Hussain,Male,Orthopedic Surgeon,9 years,Everyday,Nugegoda Nursing Home,Nugegoda,6.86854858629195,79.8913230800559,
Dr. Amna Ahmed,Female,Neurologist,8 years,Everyday,Dental Surgeon Private,,7.0685703841302,79.9616362673885,
Dr. Omar Hussain,Female,Neurologist,8 years,Tue-Thu,Dental Surgeon Private,,7.0685703841302,79.9616362673885,
Dr. Amna Khan,Male,Orthopedic Surgeon,6 years,Weekends,Dental Surgeon Private,,7.0685703841302,79.9616362673885,
Dr. Ayesha Sheikh,Female,Neurologist,10 years,Everyday,Aranayake Hospital,,7.17735742903861,80.4587190839425,
Dr. Bilal Ahmed,Male,Pediatrician,18 years,Tue-Thu,Aranayake Hospital,,7.17735742903861,80.4587190839425,
Dr. Bilal Sheikh,Female,Orthopedic Surgeon,11 years,Weekends,Deltota Hospital,,7.17032534755216,80.6999927535254,
Dr. Ali Hussain,Male,Neurologist,19 years,Weekends,Co-op Hospital,,,,
Dr. Ali Malik,Female,Dermatologist,19 years,Weekends,Co-op Hospital,,,,
